Order,SKU,Member,Delivery Date
8108636,15668375,SWHZZEO,18/03/14
7617765,15669823,SWRCWSC,09/05/13
8079315,7735760,SSSHNNH,02/04/14
7672439,7637309,SWLLNRL,26/02/13
8355025,15669994,SWOCHZL,08/12/13
7672439,15670253,SWLLNRL,26/02/13
7443402,15669861,SWOSSZE,17/08/13
8104378,15668685,SSSWOLZ,16/03/14
8273657,15669760,SWNRZEW,03/01/14
8075456,34986122,SWNRLEZ,01/04/14
8102328,15668465,SSLWEEZ,16/03/14
8061163,15670271,SWOEOHC,27/03/14
7406145,15669795,SWLSWLN,04/09/13
8274447,7586147,SWNNSSH,04/01/14
8087471,15668378,SSCRESN,06/04/14
8191090,15668685,SSWNLNH,26/02/14
8246331,15668466,SWHLESR,24/01/14
8141158,15669988,SWOCCOL,04/03/14
8280275,15669795,SSNOEEZ,07/01/14
8385399,15669780,SSZHOER,18/11/13
8230690,15669869,SSWREEE,14/01/14
8082957,15669822,SWNCOOR,04/04/14
8284427,34985989,SSZLWOS,09/01/14
7599737,15668457,SWCOLWE,11/06/13
8328427,7593949,SWLWNSW,24/11/13
7345164,15668474,SWCENNH,16/10/13
8226188,15669818,SWRCEHH,13/01/14
8133840,7570665,SWCZCSZ,01/03/14
8275225,7580804,SWHECOO,05/01/14
8296564,15669827,SWNRCHO,11/12/13
8152823,15669764,SWEONLR,09/03/14
8204496,7623116,SSZHOEE,04/02/14
8122589,7753739,SWOOLZW,24/03/14
8124069,7617882,SSONROH,25/03/14
7710637,15670251,SWCSHZW,26/01/13
7611197,7587677,SWOLLLE,05/05/13
8250106,15668542,SSWHRZZ,25/01/14
7498596,15669832,SWERCNR,11/08/13
8273657,15669856,SWNRZEW,03/01/14
8091771,15668467,SSCRENS,07/04/14
7719372,15669870,SWLNNNE,06/02/13
8085797,15668688,SWRCLON,07/04/14
8120702,15669790,SSZNWLH,24/03/14
8219465,15668685,SSNSCNE,09/02/14
7599737,15670269,SWCOLWE,11/06/13
7605272,15669863,SWOZLCN,29/04/13
8065400,15668451,SSLZWEN,29/03/14
7470681,15669869,SWLSZSE,03/09/13
7384012,34986112,SWHRSRR,29/09/13
7756215,15668462,SWNNZOR,04/01/13
8104047,15668460,SWOZECO,16/03/14
7793755,7569801,SWLWCLW,25/11/12
7642371,15668459,SWOOLNC,03/04/13
8176873,7569802,SWHHREO,21/02/14
8092443,15669867,SWOZSCZ,07/04/14
7809643,15669815,SWLHWZE,08/08/12
8127465,15669772,SSEWSRE,26/02/14
8262498,15669859,SWRHZSH,29/12/13
8180759,15669867,SSWWLCZ,22/02/14
7729749,15668378,SWEECSW,17/02/13
8080319,15668687,SSNSECH,03/04/14
7714867,15669778,SWLRERH,01/02/13
7503858,15668379,SWLRZNL,14/08/13
7448378,15669791,SWORWHW,20/08/13
8210933,15669878,SSWCZOC,06/02/14
7525683,15670251,SWOCNOH,19/07/13
7830638,15669878,SWLSZWZ,02/10/12
8275225,21408953,SWHECOO,05/01/14
8214422,15668465,SWHCOOW,07/02/14
8066070,15669818,SSCZESH,30/03/14
7604413,15669777,SWNOLEE,28/04/13
8081317,15669965,SWLZSNO,03/04/14
7826710,7572242,SWNWSCO,25/09/12
8143429,15669861,SWNRSWS,05/03/14
7558409,15668458,SWLRNLH,29/06/13
7779672,15668378,SWLNLSH,01/11/12
8089518,15669804,SSWOSRE,06/04/14
7808939,15669829,SWNHESZ,07/08/12
8261883,7632452,SWENCOC,29/12/13
7470681,15668463,SWLSZSE,03/09/13
8131723,15668468,SWNRNSO,01/03/14
7486730,15669969,SSSHLHL,04/08/13
8064972,15670267,SSORZCC,28/03/14
7417942,93289485,SSWZEOR,11/09/13
7496586,15668462,SWOEWRH,10/08/13
8090614,15669878,SWOERWC,07/04/14
7742018,15668478,SWLRHRW,12/12/12
7608368,15669818,SWRCSSC,04/05/13
8227204,15668379,SWNSEHW,14/01/14
8352895,15669777,SSRSRSO,06/12/13
7489019,7541573,SWESSEO,06/08/13
8131353,7632452,SWEZZLR,28/02/14
8080218,15668460,SWCZELR,03/04/14
8331712,15669821,SSZWOEE,26/11/13
8383377,15669876,SWNZWRC,17/11/13
8191090,15668462,SSWNLNH,26/02/14
8289460,15669764,SSWHNCO,12/01/14
8079264,15669804,SWNEHSL,02/04/14
8089178,7572252,SWCNZWC,06/04/14
7493590,15669824,SWRELHW,07/08/13
7584632,15670270,SWLNECZ,03/06/13
7812284,15669859,SWLLESL,21/08/12
7734225,7570758,SWNSWNZ,02/12/12
8176714,15668687,SSWLSWS,20/02/14
7608368,15668468,SWRCSSC,04/05/13
8230241,15668520,SWCCZRH,15/01/14
7487417,15669770,SWNWHRL,04/08/13
8336683,15668494,SWNCNOL,29/11/13
8182610,15669819,SSERNHC,22/02/14
8063588,7580802,SWENCHZ,27/03/14
8138811,34987110,SWELRWN,03/03/14
8089497,15669773,SWHOECO,06/04/14
8096457,7632452,SWEOOLR,12/03/14
8284234,15668379,SWEOOOO,09/01/14
8145266,34987566,SWNRHWZ,06/03/14
7489019,15668467,SWESSEO,06/08/13
8120702,15669878,SSZNWLH,24/03/14
8079315,15669964,SSSHNNH,02/04/14
7768104,15669772,SWLWNZW,08/10/12
8205042,15668381,SSSNESR,04/02/14
7686733,15669887,SWOOLHC,12/03/13
8074536,15669863,SSEOLNO,02/04/14
7782046,15668379,SWNHZEE,04/11/12
7756215,15669797,SWNNZOR,04/01/13
8146703,34986118,SSOHWLN,06/03/14
8284234,7587492,SWEOOOO,09/01/14
7762269,15668416,SWLLWNL,10/01/13
8145688,93073679,SSSHCLH,05/03/14
8084238,15669974,SSZZWOR,05/04/14
8116158,15669883,SSCSLSN,21/03/14
7765977,15668494,SWNNRHC,13/01/13
8108886,15669835,SWLHONH,18/03/14
7480050,15669822,SWLSLOE,31/07/13
8092443,7718555,SWOZSCZ,07/04/14
8338252,92383200,SSZSNZN,29/11/13
8269031,7642495,SWRLHOS,02/01/14
7582160,15669866,SWLSEEZ,31/05/13
8075456,15669988,SWNRLEZ,01/04/14
8205178,15669878,SSWEZCZ,04/02/14
8353991,15668379,SSNCRLW,07/12/13
8138811,7579535,SWELRWN,03/03/14
8317527,7572252,SSOCCSO,22/12/13
8268678,15669863,SSWNEHR,01/01/14
7462903,7572307,SSSESRC,30/08/13
8085297,15669837,SSCSLWN,05/04/14
8089518,15669833,SSWOSRE,06/04/14
7480357,7587687,SWLNWOC,02/08/13
7824172,15668462,SWLROCE,15/09/12
7399616,15668416,SSLWESH,08/10/13
8383377,34986129,SWNZWRC,17/11/13
8089497,15669880,SWHOECO,06/04/14
8075370,15668520,SWEWWZL,02/04/14
8140923,15669869,SWNZHZN,04/03/14
7347668,15669869,SSZZLEO,17/10/13
7703517,7587672,SWNNNNE,17/01/13
8228490,15669772,SWOWELS,13/01/14
7795816,15669856,SWOOEZE,28/11/12
8152823,15669838,SWEONLR,09/03/14
8316970,15668380,SWENWSO,22/12/13
8210933,15668462,SSWCZOC,06/02/14
8089417,15669864,SWCCRWR,06/04/14
8193965,15669884,SWLWNLC,30/01/14
7757206,15669878,SWOCOOS,05/01/13
8236676,21409004,SSSNHRZ,19/01/14
8096811,15668684,SSLZLCS,13/03/14
7642371,15669772,SWOOLNC,03/04/13
7480050,15668688,SWLSLOE,31/07/13
8191090,15668375,SSWNLNH,26/02/14
8247009,15668460,SWOWWLL,25/01/14
8136707,15668377,SWOHNSL,02/03/14
8345860,15669866,SSLLRLL,03/12/13
8159930,15669866,SWLRHOW,12/02/14
8287030,7642814,SWOHOZL,10/01/14
8249884,15669763,SWLOHSW,25/01/14
7819500,7624788,SWLLLCW,07/09/12
8273931,15669776,SSZSRHO,05/01/14
8087471,15668375,SSCRESN,06/04/14
8080596,7561688,SSNLZHH,03/04/14
8119388,15669832,SWLSCLN,23/03/14
8065502,15669780,SWHOORR,29/03/14
8205178,92380875,SSWEZCZ,04/02/14
8148898,15668469,SWOREWH,07/03/14
7653432,15669878,SWNWCOL,13/04/13
7710637,15668460,SWCSHZW,26/01/13
7353545,15668380,SWHZENC,21/10/13
7397516,15669866,SWLEOEC,07/10/13
7806900,15668383,SWLWCSW,31/07/12
8112726,15669883,SWREHOR,20/03/14
7853559,15669864,SWLHSRS,29/05/12
8356860,7753739,SWOSECL,01/11/13
8245697,15668381,SSWCEEO,23/01/14
8095702,15669760,SWRLOEC,12/03/14
8088038,7598777,SWLNZNC,06/04/14
8261883,7580802,SWENCOC,29/12/13
8067510,15669790,SSZNRER,29/03/14
8145688,15669863,SSSHCLH,05/03/14
8145688,15669859,SSSHCLH,05/03/14
8230221,7572252,SSNLCOZ,15/01/14
8273657,7580823,SWNRZEW,03/01/14
8148898,15669885,SWOREWH,07/03/14
8227029,15669781,SSZNOHH,13/01/14
7788465,15669994,SWNNWZZ,16/11/12
7431803,15668465,SSSNORC,19/09/13
8384422,15669869,SSWNRHC,18/11/13
7700376,15668689,SWEEOEO,26/03/13
8177589,15668467,SSOSHZS,20/02/14
8336683,7572432,SWNCNOL,29/11/13
8084238,15668519,SSZZWOR,05/04/14
8133653,15669829,SSERELN,01/03/14
8279863,15669869,SWNRHOZ,07/01/14
7441794,15668688,SSSZOON,17/08/13
8342762,15668688,SSWZRHL,02/12/13
8067510,7598777,SSZNRER,29/03/14
8088038,15668467,SWLNZNC,06/04/14
7607068,15669778,SWOSCER,29/04/13
7516989,7630963,SWRHHWL,13/07/13
8081573,15669878,SWORNSW,04/04/14
8315583,92435927,SSZRRWR,21/12/13
8271902,15669835,SWRCNLO,04/01/14
8285456,34987565,SWLOLLS,10/01/14
8343369,15669884,SSZLHHE,01/12/13
7440894,15669773,SSWZHRR,16/08/13
8237822,15668381,SSNZCOL,19/01/14
8247161,7578347,SWONLWN,23/01/14
8247009,15668416,SWOWWLL,25/01/14
8083357,34988230,SSSHLNW,04/04/14
8087495,15668377,SSCZRCZ,05/04/14
8213907,15669887,SSNZRZN,08/02/14
8066070,21408942,SSCZESH,30/03/14
7734225,7572240,SWNSWNZ,02/12/12
8092443,34989441,SWOZSCZ,07/04/14
7820348,15668459,SWLONLL,09/09/12
8120435,34987568,SWHRZSW,23/03/14
8127819,15670009,SWECRER,27/02/14
8133089,15668375,SSECELH,01/03/14
8133880,7587673,SSLWESO,01/03/14
8218426,15670269,SWOOHLC,10/02/14
7580491,15669775,SWOLOOS,29/05/13
8322799,7599091,SWOCNCN,25/12/13
8071092,15669775,SSLNESH,30/03/14
8230221,15668456,SSNLCOZ,15/01/14
7734225,15669864,SWNSWNZ,02/12/12
8282341,34988771,SSRORNN,08/01/14
8152500,15669857,SSZWRWL,09/03/14
7402891,15669785,SWOLLEN,10/10/13
8228587,15668460,SSNCZRL,13/01/14
8095702,15669821,SWRLOEC,12/03/14
7719372,7578337,SWLNNNE,06/02/13
8201626,15669866,SSNHNOE,03/02/14
7775378,15668468,SWOCEEH,23/10/12
8153266,15668478,SSZLEOL,09/03/14
7515099,7630963,SWHLSNW,12/07/13
8132311,15669863,SSRLWLN,28/02/14
8101071,15668519,SSEHLRW,15/03/14
8098117,93073679,SWNEWRZ,14/03/14
7406145,15669791,SWLSWLN,04/09/13
8089497,34986129,SWHOECO,06/04/14
7501860,21409130,SWNNZHH,13/08/13
8099163,15670267,SSRCCNE,14/03/14
7730836,15668465,SWNNOWW,18/02/13
8355025,7689353,SWOCHZL,08/12/13
8089417,15670251,SWCCRWR,06/04/14
7370585,15669863,SWHRNRE,30/10/13
8063597,15669777,SSOWEOO,28/03/14
8162986,15669790,SSSWSNS,13/02/14
8089417,21409130,SWCCRWR,06/04/14
8385399,7572433,SSZHOER,18/11/13
7381183,15669878,SWOZCRC,28/09/13
8061961,15668465,SSSCOOH,27/03/14
7599737,15670157,SWCOLWE,11/06/13
7733315,7628086,SWOCEOC,03/12/12
8114869,7572252,SSRZESC,21/03/14
8128430,21408953,SWCEHCR,27/02/14
8089421,15669821,SSZEZHN,06/04/14
8149245,34989501,SSWELWZ,07/03/14
8071092,15668688,SSLNESH,30/03/14
8279743,15668465,SWCCLHS,07/01/14
8285181,15669765,SSLWWWH,09/01/14
8082957,15669777,SWNCOOR,04/04/14
8128430,15669965,SWCEHCR,27/02/14
8070481,21408942,SSSWCLL,30/03/14
8320908,21408947,SWHRZHH,24/12/13
8087997,15669861,SWCOLON,06/04/14
7473154,15668381,SWCRZCH,27/07/13
7734225,15669879,SWNSWNZ,02/12/12
8223433,15669859,SSZNOWR,11/02/14
7348817,15669829,SSSELNE,17/10/13
8089421,29247044,SSZEZHN,06/04/14
8230690,15669832,SSWREEE,14/01/14
8153361,15669866,SWHEEOS,09/03/14
8101807,21409002,SSWERSN,15/03/14
7439628,15670157,SSZZLHW,16/08/13
7611197,7633833,SWOLLLE,05/05/13
8133840,15669972,SWCZCSZ,01/03/14
8352430,93141023,SWCEWOZ,06/12/13
7518687,15668379,SWNEESC,15/07/13
8074454,15668467,SWOWSZW,01/04/14
8218426,7572300,SWOOHLC,10/02/14
7544462,15669884,SWCRRCE,19/06/13
8112726,15669814,SWREHOR,20/03/14
7672439,7569803,SWLLNRL,26/02/13
8133653,15670270,SSERELN,01/03/14
7660824,7578341,SWORLSW,20/04/13
7788834,15668468,SWOOZRS,18/11/12
8141158,15668478,SWOCCOL,04/03/14
8331712,15669856,SSZWOEE,26/11/13
8159930,92388008,SWLRHOW,12/02/14
7637074,15668473,SWOECCE,29/03/13
8345860,15669988,SSLLRLL,03/12/13
8074454,15668381,SWOWSZW,01/04/14
7791568,7594818,SWNEZSE,20/11/12
8138811,15668379,SWELRWN,03/03/14
8133089,15668477,SSECELH,01/03/14
7448378,15668381,SWORWHW,20/08/13
7709440,15668381,SWOHCZL,24/01/13
8076206,15669880,SWOEZES,01/04/14
7602429,15668688,SWELNZO,27/04/13
8075506,15669829,SSRZHHN,01/04/14
7369866,15668375,SSWSLLZ,30/10/13
8145266,15668380,SWNRHWZ,06/03/14
8321717,15669868,SWLOREE,25/12/13
7605272,15669763,SWOZLCN,29/04/13
8132311,15669778,SSRLWLN,28/02/14
7448398,21409002,SWRNCSS,20/08/13
7481117,7678784,SSZLHES,01/08/13
8317527,7569799,SSOCCSO,22/12/13
8061961,15669825,SSSCOOH,27/03/14
7397712,34987110,SSSZHZE,07/10/13
8144965,15669861,SSCHNCE,06/03/14
7397712,15669860,SSSZHZE,07/10/13
7608368,15668378,SWRCSSC,04/05/13
8094702,15669885,SSCRRRE,11/03/14
8089518,15669869,SSWOSRE,06/04/14
8071554,7753739,SSCESNS,01/04/14
7709440,15669865,SWOHCZL,24/01/13
7749985,15669824,SWLRHSR,26/12/12
8069362,15669799,SSRENSZ,30/03/14
8201012,15668416,SSLLWWZ,02/02/14
7516989,7572433,SWRHHWL,13/07/13
8158818,15669789,SWRLSWR,11/03/14
8148898,15669824,SWOREWH,07/03/14
8344961,15670008,SSRZOES,03/12/13
7486730,15668451,SSSHLHL,04/08/13
7481636,34986128,SWCRRLL,01/08/13
8220172,15668377,SSLOZSC,10/02/14
8077922,15669988,SWNNRHE,02/04/14
8071554,15669837,SSCESNS,01/04/14
8114312,34992815,SSOHCZO,21/03/14
8082175,34986449,SSSEWLS,04/04/14
7809643,15669863,SWLHWZE,08/08/12
8212584,7624792,SWEHLLO,08/02/14
8385399,7593949,SSZHOER,18/11/13
8064356,15668467,SWHERHH,28/03/14
7341985,15669860,SWCCWNZ,13/10/13
8336683,15669864,SWNCNOL,29/11/13
8159930,34986328,SWLRHOW,12/02/14
8176714,15668455,SSWLSWS,20/02/14
8193965,15669861,SWLWNLC,30/01/14
7382432,15668375,SWRHSEW,29/09/13
8088038,15669769,SWLNZNC,06/04/14
8089421,15669761,SSZEZHN,06/04/14
8065400,7630967,SSLZWEN,29/03/14
7825117,15669869,SWLHCLH,17/09/12
8283998,15669764,SSLRELN,09/01/14
7742017,15670252,SWLRSOE,12/12/12
7752825,15669878,SWNSSEW,30/12/12
8076187,15668378,SSRHNHL,01/04/14
8150875,15668381,SWOSOHE,08/03/14
8102497,15669866,SSRENSN,15/03/14
8085297,15669781,SSCSLWN,05/04/14
7712484,15669885,SWRCHWS,29/01/13
7489019,15668462,SWESSEO,06/08/13
8154900,15669775,SSZSWHS,09/03/14
7830638,15668462,SWLSZWZ,02/10/12
8162986,7585571,SSSWSNS,13/02/14
8209695,15669858,SWOESOR,06/02/14
8193965,15670269,SWLWNLC,30/01/14
8195870,7569805,SSLLZCO,31/01/14
8279511,15669880,SWNHHRL,06/01/14
8101807,15669762,SSWERSN,15/03/14
7493590,15669881,SWRELHW,07/08/13
8096305,15669825,SSNEHZR,12/03/14
8271902,21409004,SWRCNLO,04/01/14
8230241,7587675,SWCCZRH,15/01/14
8314193,15669777,SSWECLS,21/12/13
8190023,15670253,SSRHCRS,26/02/14
7443402,15668688,SWOSSZE,17/08/13
8080596,15668379,SSNLZHH,03/04/14
7353545,15668458,SWHZENC,21/10/13
8084238,15668379,SSZZWOR,05/04/14
8156893,15668416,SSZZLOE,10/03/14
8230241,15670252,SWCCZRH,15/01/14
7481117,93141092,SSZLHES,01/08/13
8138811,15668468,SWELRWN,03/03/14
8280275,15669965,SSNOEEZ,07/01/14
8335367,93141092,SSNNWWW,28/11/13
7481636,7617882,SWCRRLL,01/08/13
8069625,15669823,SSOHZHS,01/04/14
7728660,15668542,SWOZOSC,16/02/13
7712484,15669874,SWRCHWS,29/01/13
7448378,34986118,SWORWHW,20/08/13
8273657,34986328,SWNRZEW,03/01/14
7377566,15669957,SWRHCCH,26/09/13
8109885,34986126,SWCHLSS,18/03/14
7724198,15668381,SSZZZOE,12/02/13
8089178,7593949,SWCNZWC,06/04/14
8136393,15669883,SSWWNCH,02/03/14
8077366,15669875,SSCWORR,02/04/14
7808939,7594818,SWNHESZ,07/08/12
7551396,15669769,SWNNNER,24/06/13
8080311,15669760,SSZCWCC,03/04/14
7369866,15669866,SSWSLLZ,30/10/13
8063597,15669863,SSOWEOO,28/03/14
7436171,15669777,SSSSZSE,21/09/13
8352895,21408952,SSRSRSO,06/12/13
8120159,15668377,SWLZRZH,23/03/14
7700376,7580808,SWEEOEO,26/03/13
8135835,15669874,SSZEWOW,02/03/14
8101018,15668416,SSLREZW,15/03/14
8104047,15668381,SWOZECO,16/03/14
8152500,7577678,SSZWRWL,09/03/14
7824172,15668465,SWLROCE,15/09/12
7587814,15668688,SWCSEHL,03/06/13
7441794,15668381,SSSZOON,17/08/13
8352895,15669869,SSRSRSO,06/12/13
7493590,15669863,SWRELHW,07/08/13
7580491,15668379,SWOLOOS,29/05/13
8283042,15669772,SWRHLLZ,08/01/14
8109885,34987566,SWCHLSS,18/03/14
8230690,15669885,SSWREEE,14/01/14
8096457,7580034,SWEOOLR,12/03/14
7635812,15670251,SWCWSZR,27/03/13
8289409,15669880,SSZLLCR,11/01/14
7742017,92383200,SWLRSOE,12/12/12
7671910,7629390,SWLLZEH,27/02/13
8203156,15669769,SSWNOEH,03/02/14
8102328,34992815,SSLWEEZ,16/03/14
8139620,15668453,SWCHOEW,03/03/14
8075477,15670270,SSZLCSE,01/04/14
7850334,15668462,SWLLZEO,15/05/12
7745973,7590866,SWNRHHO,19/12/12
7459927,15668460,SWOLOWW,28/08/13
7431803,15668478,SSSNORC,19/09/13
8114869,15668375,SSRZESC,21/03/14
8141867,34987565,SSSLOHO,04/03/14
7765027,15668460,SWLEZRR,13/01/13
8112726,21408942,SWREHOR,20/03/14
8180759,15669856,SSWWLCZ,22/02/14
8246331,15668469,SWHLESR,24/01/14
7382432,15668462,SWRHSEW,29/09/13
8226188,21409130,SWRCEHH,13/01/14
7387995,15668472,SSRSNWR,01/10/13
8243363,34992815,SSZLNCH,22/01/14
8141684,15669760,SSNCONE,04/03/14
8078249,15669863,SWNHHOE,02/04/14
7653432,15668478,SWNWCOL,13/04/13
8126177,15669775,SWLZLWS,26/03/14
8226177,15669988,SWHONHS,13/01/14
8140923,15669824,SWNZHZN,04/03/14
7788834,15668462,SWOOZRS,18/11/12
8101807,15669821,SSWERSN,15/03/14
7779672,7625765,SWLNLSH,01/11/12
8130134,15668685,SWONECO,27/02/14
8353591,15669817,SSSNZHO,06/12/13
8065502,7572299,SWHOORR,29/03/14
8385399,34986112,SSZHOER,18/11/13
7754398,7580334,SWOEORS,31/12/12
8110925,15669767,SSSREHN,19/03/14
8269882,15668477,SWNHZNW,05/01/14
7617765,15669863,SWRCWSC,09/05/13
8346285,34987567,SWHENWW,03/12/13
8132311,15669866,SSRLWLN,28/02/14
8321717,15669863,SWLOREE,25/12/13
7493590,7613349,SWRELHW,07/08/13
8170027,92436884,SWERWCW,16/02/14
8110925,15668462,SSSREHN,19/03/14
7783825,15668383,SWNSRNC,08/11/12
8269483,15669772,SSNERHE,02/01/14
8289460,15668473,SSWHNCO,12/01/14
8256944,7624792,SSSZCHS,29/01/14
7830638,7586504,SWLSZWZ,02/10/12
8126177,15668381,SWLZLWS,26/03/14
7443402,15669810,SWOSSZE,17/08/13
8275185,93141022,SWCWSRR,05/01/14
8246335,15669760,SSWOWLE,23/01/14
8091884,7621912,SSEHHWW,07/04/14
8076206,34986135,SWOEZES,01/04/14
8283042,15669824,SWRHLLZ,08/01/14
8156983,15669866,SWONCSR,10/03/14
7825117,15668689,SWLHCLH,17/09/12
7584632,7624786,SWLNECZ,03/06/13
8195870,15669760,SSLLZCO,31/01/14
8149245,92436884,SSWELWZ,07/03/14
7527581,15668381,SWCCOLE,20/07/13
8102497,15668462,SSRENSN,15/03/14
8148898,15669817,SWOREWH,07/03/14
8269882,15668380,SWNHZNW,05/01/14
8066070,15668381,SSCZESH,30/03/14
8353022,15670269,SSZWROC,06/12/13
7791568,15668478,SWNEZSE,20/11/12
8075506,15669876,SSRZHHN,01/04/14
7382539,21409004,SWOZSEO,29/09/13
8108636,15668455,SWHZZEO,18/03/14
7503858,15668467,SWLRZNL,14/08/13
7489019,15668541,SWESSEO,06/08/13
8067510,15669823,SSZNRER,29/03/14
8273464,15669760,SWECCLC,04/01/14
8152370,15668520,SSONRWS,09/03/14
8061560,7586073,SSWLLSL,26/03/14
8061163,21408953,SWOEOHC,27/03/14
8256966,15669832,SSNNSRR,29/01/14
7605272,7569805,SWOZLCN,29/04/13
8339940,34986329,SWLONSR,30/11/13
8285456,7572313,SWLOLLS,10/01/14
8247472,7572312,SSRRCCE,24/01/14
8181093,15668416,SSRHSRW,22/02/14
8228587,15669795,SSNCZRL,13/01/14
7618192,15668597,SWLLREW,08/05/13
7809643,15668416,SWLHWZE,08/08/12
7753069,15670196,SWLEOSS,31/12/12
8204185,15669884,SSRZHCC,04/02/14
7813835,15669976,SWNLOLC,23/08/12
8216673,34986128,SSRWWCE,09/02/14
7417942,15668521,SSWZEOR,11/09/13
8094702,15669988,SSCRRRE,11/03/14
8176873,7599091,SWHHREO,21/02/14
8220172,15668478,SSLOZSC,10/02/14
8110925,34986328,SSSREHN,19/03/14
8333457,15669832,SSZRSZL,27/11/13
7608368,7580818,SWRCSSC,04/05/13
7730836,15668378,SWNNOWW,18/02/13
8084306,7587660,SWOCZER,04/04/14
7416338,15669799,SWEOHHL,09/09/13
8091771,15669887,SSCRENS,07/04/14
8070847,7718555,SWRNEHZ,30/03/14
7341985,15668462,SWCCWNZ,13/10/13
8355249,15669863,SSNENRR,08/12/13
8109052,7548511,SWCLWHL,18/03/14
8061560,15668687,SSWLLSL,26/03/14
8084980,93073679,SSOOWNN,05/04/14
7585530,15668685,SWOSCLE,02/06/13
8065445,15668379,SSHCESW,28/03/14
7377566,15669765,SWRHCCH,26/09/13
8100379,7561680,SSRRHLE,14/03/14
8333457,15668458,SSZRSZL,27/11/13
7808939,15669887,SWNHESZ,07/08/12
8283042,15669863,SWRHLLZ,08/01/14
7782046,15669806,SWNHZEE,04/11/12
8282484,15669781,SSSCNCC,09/01/14
7764234,15669818,SWLOOSN,13/01/13
8172842,15668688,SWLERES,18/02/14
8195870,15668468,SSLLZCO,31/01/14
8153963,15669974,SWEWCER,09/03/14
8115812,15668687,SSCZOHR,21/03/14
8114869,15669887,SSRZESC,21/03/14
8179797,15670251,SWCECSR,21/02/14
8152370,15669861,SSONRWS,09/03/14
8336250,15669869,SSOCCZS,28/11/13
7605272,7587656,SWOZLCN,29/04/13
8243363,15669970,SSZLNCH,22/01/14
8152823,15669805,SWEONLR,09/03/14
8195898,15670260,SSCLLWS,31/01/14
8159930,15669864,SWLRHOW,12/02/14
8087997,15668468,SWCOLON,06/04/14
8283042,15669817,SWRHLLZ,08/01/14
8209866,15669880,SSOELRH,06/02/14
8191841,93073679,SWLWCHH,26/02/14
8102389,15669857,SSCZSEE,15/03/14
8162986,7585573,SSSWSNS,13/02/14
7517068,15668457,SSWWENC,14/07/13
7377566,21409004,SWRHCCH,26/09/13
7347668,15669878,SSZZLEO,17/10/13
7344710,15669825,SWRHERW,15/10/13
8203156,15669875,SSWNOEH,03/02/14
7635812,15670144,SWCWSZR,27/03/13
7748353,7572303,SWNROCL,22/12/12
8101260,7580802,SSNORLN,15/03/14
7748353,15670107,SWNROCL,22/12/12
8120485,15668688,SWHSWOW,24/03/14
8203156,15669824,SSWNOEH,03/02/14
8205042,15669824,SSSNESR,04/02/14
8099217,15668520,SSRLORR,14/03/14
7771136,15668463,SWOCNOC,14/10/12
7587814,15670157,SWCSEHL,03/06/13
8080057,15669878,SSCLSCL,03/04/14
8112726,15669880,SWREHOR,20/03/14
8273082,7587656,SSLOLSS,04/01/14
8122589,15669818,SWOOLZW,24/03/14
8073939,15669859,SSOSOEC,31/03/14
8250969,15669872,SWRHWEH,26/01/14
7618684,7587672,SWOCCHL,10/05/13
8289409,7586073,SSZLLCR,11/01/14
7436171,21408947,SSSSZSE,21/09/13
8102497,15669778,SSRENSN,15/03/14
8087273,29247044,SSCRSWO,06/04/14
7457237,15668379,SWOLONZ,27/08/13
8194178,15669876,SWOOLLE,30/01/14
8172528,15668465,SSZWSNR,17/02/14
7602550,7587667,SWOSEOE,28/04/13
7710637,15669869,SWCSHZW,26/01/13
7565166,15668455,SWLWHWC,02/07/13
8258691,15669772,SSZNWWS,27/12/13
7809643,15668467,SWLHWZE,08/08/12
8176873,7586526,SWHHREO,21/02/14
8342609,15668684,SWLCOHC,01/12/13
7469858,34987615,SSLRSWO,03/09/13
8226188,29247044,SWRCEHH,13/01/14
7485532,15669772,SWRNESE,03/08/13
8205178,34986112,SSWEZCZ,04/02/14
8154900,15668467,SSZSWHS,09/03/14
8104378,15669993,SSSWOLZ,16/03/14
7496586,15668379,SWOEWRH,10/08/13
8339302,15669818,SSZCOCE,30/11/13
7501860,7587698,SWNNZHH,13/08/13
8333457,15668378,SSZRSZL,27/11/13
8084238,15669970,SSZZWOR,05/04/14
8089212,15668460,SWCNZWN,06/04/14
8289766,15669988,SSLZROS,12/01/14
8141684,29247044,SSNCONE,04/03/14
7403298,7572303,SWLSLCC,10/10/13
7729749,7578347,SWEECSW,17/02/13
8061560,7594817,SSWLLSL,26/03/14
8227029,15670267,SSZNOHH,13/01/14
8119388,34989441,SWLSCLN,23/03/14
8353451,15669875,SSNOWZE,06/12/13
8331278,15668379,SWCEZWH,26/11/13
8092443,7621702,SWOZSCZ,07/04/14
8080596,15668381,SSNLZHH,03/04/14
8271902,7572311,SWRCNLO,04/01/14
8112726,15669879,SWREHOR,20/03/14
7454503,15668379,SWOWCRW,25/08/13
8348918,7729965,SSSSONE,04/12/13
8106238,15669861,SSWOOZW,17/03/14
8101813,15668451,SSOHWHC,15/03/14
7560723,15669763,SSWWRHW,30/06/13
8150141,15669771,SWHHSNW,08/03/14
8200309,15669760,SWOORON,02/02/14
7863862,15668468,SWNESWN,03/07/12
7795816,15668465,SWOOEZE,28/11/12
8101807,15669878,SSWERSN,15/03/14
8215172,15669777,SWNLHOO,08/02/14
